,all_day,calendar_count,calendars,city_name,comment_count,country_abbr,country_abbr2,country_name,created,description,geocode_type,going,going_count,groups,id,image,latitude,link_count,longitude,modified,olson_path,owner,performers,postal_code,privacy,recur_string,region_abbr,region_name,start_time,stop_time,title,tz_city,tz_country,tz_id,tz_olson_path,url,venue_address,venue_display,venue_id,venue_name,venue_url,watching_count
10,0,,,Dublin,,IRL,IE,Ireland,2017-02-13 05:01:10," 2 x Premium Tickets to see U2 live in Croke Park. **Best seats available for sale right now. Section 518 row F, seats 23&24  ",EVDB Geocoder,,,,E0-001-100354956-2,"[{'medium': {'url': 'http://s4.evcdn.com/images/medium/I0-001/037/810/823-1.jpeg_/u2-croke-park-premium-23.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s4.evcdn.com/images/thumb/I0-001/037/810/823-1.jpeg_/u2-croke-park-premium-23.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s4.evcdn.com/images/small/I0-001/037/810/823-1.jpeg_/u2-croke-park-premium-23.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s4.evcdn.com/images/small/I0-001/037/810/823-1.jpeg_/u2-croke-park-premium-23.jpeg', 'width': '48', 'height': '48'}}]",53.36072388693222,,-6.251096423001059,2017-02-13 05:01:10,Europe/Dublin,evdb,,Dublin 3,1,,D,Dublin,2017-07-22 19:00:00,,U2 Croke Park *PREMIUM*,,,,,http://dublin.eventful.com/events/u2-croke-park-premium-/E0-001-100354956-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Jones' Road,1,V0-001-000694867-7,Croke Park,http://dublin.eventful.com/venues/croke-park-/V0-001-000694867-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
11,0,,,Dublin,,IRL,IE,Ireland,2016-12-20 17:40:16,,City Based GeoCodes,,,,E0-001-098795543-9,[None],53.3416,,-6.25735,2016-12-20 17:40:16,Europe/Dublin,evdb,,,1,,D,Dublin,2018-03-01 20:59:00,,TICKETFAST EVENT,,,,,http://dublin.eventful.com/events/ticketfast-event-/E0-001-098795543-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,,1,V0-001-000716712-7,TMIE Ticketfast,http://dublin.eventful.com/venues/tmie-ticketfast-/V0-001-000716712-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
12,0,,,Dublin,,IRL,IE,Ireland,2017-04-16 08:58:52," THE LOST FASHION HISTORY OF O&#39;CONNELL STREET TOUR Dublin’s original fashion mall. Tickets €15, 2-4pm. This tour of O&#39;Connell Street is one of a series of tours from The Lost Fashion History of Dublin Tours taking place over the summer in different quarters of Dublin. O’Connell Street was originally built as a street to promenade along in the finest fashions. This tour looks back at the glory days of O’Connell Street to its 18th century incarnation, its great Victorian department stores that rivalled those in Europe to the mid 20th Century’s love of the street as the place to be seen in the latest looks in the stylish cinema’s, hotels and ballrooms of the day- The Savoy, The Gresham and The Metropole. This tour will begin underneath Clery&#39;s clock and finish at the Tram, Cafe, Wolfe Tone Square. Weather is changeable so please bring an umbrella and wear stylish walking shoes for this tour! ",City Based GeoCodes,,,,E0-001-102164679-9,"[{'medium': {'url': 'http://s3.evcdn.com/images/medium/I0-001/038/311/610-0.jpeg_/lost-fashion-history-oconnell-street-tour-2017-10.jpeg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s3.evcdn.com/images/thumb/I0-001/038/311/610-0.jpeg_/lost-fashion-history-oconnell-street-tour-2017-10.jpeg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s3.evcdn.com/images/small/I0-001/038/311/610-0.jpeg_/lost-fashion-history-oconnell-street-tour-2017-10.jpeg', 'height': '48', 'width': '48', 'small': {'url': 'http://s3.evcdn.com/images/small/I0-001/038/311/610-0.jpeg_/lost-fashion-history-oconnell-street-tour-2017-10.jpeg', 'width': '48', 'height': '48'}}]",53.3416,,-6.25735,2017-04-16 08:58:52,Europe/Dublin,evdb,,,1,,D,Dublin,2017-10-13 14:00:00,,The Lost Fashion History of O'Connell Street Tour 2017,,,,,http://dublin.eventful.com/events/lost-fashion-history-oconnell-street-tour-2017-/E0-001-102164679-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,27 O'Connell Street Lower,1,V0-001-009139276-8,Clery's,http://dublin.eventful.com/venues/clerys-/V0-001-009139276-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,
13,0,,,Dublin,,IRL,IE,Ireland,2016-08-26 16:52:57,,EVDB Geocoder,,,,E0-001-096021136-5,[None],53.3366089,,-6.2655735,2016-08-26 16:52:57,Europe/Dublin,evdb,"{'performer': {'name': 'Home Free', 'creator': 'DanieDarlin', 'url': 'http://concerts.eventful.com/performers/home-free-/P0-001-014195510-7?utm_source=apis&utm_medium=apim&utm_campaign=apic', 'linker': 'evdb', 'short_bio': 'Country A Cappella', 'id': 'P0-001-014195510-7'}}",2,1,,D,Dublin,2017-12-25 20:00:00,,Home Free,,,,,http://dublin.eventful.com/events/home-free-/E0-001-096021136-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,25 Wexford Street,1,V0-001-000377298-5,Whelan's,http://dublin.eventful.com/venues/whelans-/V0-001-000377298-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,
14,0,,,Dublin,,IRL,IE,Ireland,2016-11-12 15:00:08,,EVDB Geocoder,,,,E0-001-097793311-9,"[{'medium': {'url': 'http://s4.evcdn.com/images/medium/I0-001/000/310/851-5.jpg_/curve-51.jpg', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s4.evcdn.com/images/thumb/I0-001/000/310/851-5.jpg_/curve-51.jpg', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s4.evcdn.com/images/small/I0-001/000/310/851-5.jpg_/curve-51.jpg', 'height': '48', 'width': '48', 'small': {'url': 'http://s4.evcdn.com/images/small/I0-001/000/310/851-5.jpg_/curve-51.jpg', 'width': '48', 'height': '48'}}]",53.3448904,,-6.2645376,2016-12-31 23:42:50,Europe/Dublin,evdb,"{'performer': {'name': 'Curve', 'creator': 'goldfrappe', 'url': 'http://concerts.eventful.com/Curve?utm_source=apis&utm_medium=apim&utm_campaign=apic', 'linker': 'evdb', 'short_bio': 'Darkwave/rock', 'id': 'P0-001-000024333-0'}}",2,1,,D,Dublin,2017-12-25 23:00:00,,Route 94,,,,,http://dublin.eventful.com/events/route-94-/E0-001-097793311-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Curved Street, Temple Bar",1,V0-001-000667957-3,Button Factory,http://dublin.eventful.com/venues/button-factory-/V0-001-000667957-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,
15,0,,,Dublin,,IRL,IE,Ireland,2016-12-20 17:40:26,,City Based GeoCodes,,,,E0-001-098795551-8,[None],53.3416,,-6.25735,2016-12-20 17:40:26,Europe/Dublin,evdb,,,1,,D,Dublin,2018-03-01 23:59:00,,DHL SECURE DELIVERY - SOUTHERN IRELAND - UK2,,,,,http://dublin.eventful.com/events/dhl-secure-delivery-southern-ireland-uk2-/E0-001-098795551-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,,1,V0-001-010564873-1,TMIE Overseas Post,http://dublin.eventful.com/venues/tmie-overseas-post-/V0-001-010564873-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,
16,0,,,Dublin,,IRL,IE,Ireland,2016-12-20 17:40:23,,City Based GeoCodes,,,,E0-001-098795548-4,[None],53.3416,,-6.25735,2016-12-20 17:40:23,Europe/Dublin,evdb,,,1,,D,Dublin,2018-03-01 12:00:00,,INTERNET OVERSEAS POSTAGE - UK2,,,,,http://dublin.eventful.com/events/internet-overseas-postage-uk2-/E0-001-098795548-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,,1,V0-001-010564873-1,TMIE Overseas Post,http://dublin.eventful.com/venues/tmie-overseas-post-/V0-001-010564873-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,
17,2,,,Dublin,,IRL,IE,Ireland,2016-12-20 17:40:24,,City Based GeoCodes,,,,E0-001-098795549-3,[None],53.3416,,-6.25735,2016-12-20 17:40:24,Europe/Dublin,evdb,,,1,,D,Dublin,2018-03-01 00:00:00,,MOBILETICKETING 2012 - UK2,,,,,http://dublin.eventful.com/events/mobileticketing-2012-uk2-/E0-001-098795549-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,,1,V0-001-000716712-7,TMIE Ticketfast,http://dublin.eventful.com/venues/tmie-ticketfast-/V0-001-000716712-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,
18,2,,,Dublin,,IRL,IE,Ireland,2016-10-01 14:57:34,,EVDB Geocoder,,,,E0-001-096898684-5,[None],53.342897,,-6.300251,2017-03-18 19:33:30,Europe/Dublin,evdb,,Dublin 12,1,,D,Dublin,2017-11-25 00:00:00,2017-04-01 00:00:00,Duncan Campbell,,,,,http://dublin.eventful.com/events/duncan-campbell-/E0-001-096898684-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Royal Hospital,1,V0-001-000721666-3,Irish Museum of Modern Art,http://dublin.eventful.com/venues/irish-museum-of-modern-art-/V0-001-000721666-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,
19,0,,,Dublin,,IRL,IE,Ireland,2017-02-19 11:35:49," Would you like to stroll through Europe this year? One Foot Abroad will be back in Great Outdoors, Chatham Street on Tuesday, 25th July 2017 at 7.00pm to talk about their range of Walking Holidays in Europe.  So that we can tailor this walk to your needs can you please reply or contact me and answer the following questions:  What destination are you interested in? Have you got any other special interest you would like us to touch base on? This is an ideal opportunity to learn more about walking holidays. Who should attend? The talk is ideal for those new to walking holidays who want to learn more and get advice about the holiday of a lifetime. Typical attendees expected at the talk are people who want to embark on their first walking holiday, those who want to improve their fitness level, mature people and those who want to see Europe on foot. Walking holidays are popular for couples, groups and those planning to travel alone. Why should you attend? The talk is your chance to get expert insight into walking holidays, from locations, options, advice on suitable clothing and footwear.   As well as discussing the wide range of walking holidays available through One Foot Abroad, holiday expert, Umberto Di Venosa will give general advice to those interested in walking holidays, how to plan and get the most out of your provider.He will discuss different route options in Spain, France, Italy, Switzerland, Slovenia and Bulgaria. One Foot Abroad organises everything for you from travel, luggage and places to eat. Join us for our free talk on  Tuesday, 25th July 2017 at 7.00pm. Tickets are FREE but limited, click register to book yours today. ",City Based GeoCodes,,,,E0-001-100531065-4,"[{'medium': {'url': 'http://s3.evcdn.com/images/medium/I0-001/037/862/986-8.png_/life-better-foot-walking-holidays-advice-86.png', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s3.evcdn.com/images/thumb/I0-001/037/862/986-8.png_/life-better-foot-walking-holidays-advice-86.png', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s3.evcdn.com/images/small/I0-001/037/862/986-8.png_/life-better-foot-walking-holidays-advice-86.png', 'height': '48', 'width': '48', 'small': {'url': 'http://s3.evcdn.com/images/small/I0-001/037/862/986-8.png_/life-better-foot-walking-holidays-advice-86.png', 'width': '48', 'height': '48'}}]",53.3416,,-6.25735,2017-02-19 11:35:49,Europe/Dublin,evdb,,,1,,D,Dublin,2017-07-25 19:00:00,,Life is better on foot - Walking Holidays Advice,,,,,http://dublin.eventful.com/events/life-better-foot-walking-holidays-advice-/E0-001-100531065-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Chatham Street,1,V0-001-009867527-1,Great Outdoors,http://dublin.eventful.com/venues/great-outdoors-/V0-001-009867527-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,
20,0,,,Dublin,,IRL,IE,Ireland,2016-11-25 00:56:55,,City Based GeoCodes,,,,E0-001-098076251-1@2017091919,[None],53.3416,,-6.25735,2016-11-25 00:56:56,Europe/Dublin,evdb,,,1,on various days,D,Dublin,2017-09-19 19:30:00,,Crazy for You,,,,,http://dublin.eventful.com/events/crazy-you-/E0-001-098076251-1@2017091919?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Grand Canal Square , Docklands",1,V0-001-010563539-3,Bord Gais Energy Theatre,http://dublin.eventful.com/venues/bord-gais-energy-theatre-/V0-001-010563539-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,
21,0,,,Dublin,,IRL,IE,Ireland,2016-11-24 23:41:43,,City Based GeoCodes,,,,E0-001-098073925-8@2017100419,"[{'medium': {'url': 'http://s1.evcdn.com/images/medium/I0-001/034/330/428-6.gif_/miss-saigon-28.gif', 'width': '128', 'height': '128'}, 'thumb': {'url': 'http://s1.evcdn.com/images/thumb/I0-001/034/330/428-6.gif_/miss-saigon-28.gif', 'width': '48', 'height': '48'}, 'caption': None, 'url': 'http://s1.evcdn.com/images/small/I0-001/034/330/428-6.gif_/miss-saigon-28.gif', 'height': '48', 'width': '48', 'small': {'url': 'http://s1.evcdn.com/images/small/I0-001/034/330/428-6.gif_/miss-saigon-28.gif', 'width': '48', 'height': '48'}}]",53.3416,,-6.25735,2016-11-25 11:56:27,Europe/Dublin,evdb,,,1,on various days,D,Dublin,2017-10-04 19:30:00,,Miss Saigon,,,,,http://dublin.eventful.com/events/miss-saigon-/E0-001-098073925-8@2017100419?utm_source=apis&utm_medium=apim&utm_campaign=apic,"Grand Canal Square , Docklands",1,V0-001-010563539-3,Bord Gais Energy Theatre,http://dublin.eventful.com/venues/bord-gais-energy-theatre-/V0-001-010563539-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,
